title,url,type_bill,year,period
PL 292-2023 - DERECHOS HUMANOSDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2882-proyecto-de-ley-292-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 291-2023 - ICMADescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2881-proyecto-de-ley-291-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 290-2023 SISTEMA PENALDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2880-proyecto-de-ley-290-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 289-2023 SALUD MENTALDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2879-proyecto-de-ley-289-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-288S-2023-DESMANTELAMIENTO BANDAS CRIMINALESDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2878-proyecto-de-ley-288-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-287S-2023-GLIFOSATODescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2877-proyecto-de-ley-287-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-286S-2023-Inmergabilidad Seres SintientesDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2876-proyecto-de-ley-286-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-285S-2023--287C-2022 Honores MontelíbanoDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2875-proyecto-de-ley-285-de-2025,Proyecto de ley,2022-2023,2022 - 2026
PL-284S-2023--196C-2022 Honores SalentoDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2874-proyecto-de-ley-284-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-283S-2023--PL-115C-2022 1% AmbientalDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2873-proyecto-de-ley-283-de-2025,Proyecto de ley,2022-2023,2022 - 2026
PL-282S-2023--PL-038C-2022 Situación MilitarDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2872-proyecto-de-ley-282-de-2025,Proyecto de ley,2022-2023,2022 - 2026
PL-281S-2023 Jornada Nocturna Univ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2871-proyecto-de-ley-281-de-2025,Proyecto de ley,2022-2023,2022 - 2026
PL-280S-2023--240C-22 Reforma Ley 397 de 1997Descargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2868-proyecto-de-ley-280-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-279S-2023 Práctica HumanistaDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2867-proyecto-de-ley-279-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-278S-2023 Adición PresupuestalDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2866-proyecto-de-ley-278-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-277S-2023 Politica CriminalDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2865-proyecto-de-ley-277-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-276S-2023 Protocolo Tortura y Tratos InhumanosDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2864-proyecto-de-ley-276-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-275S-2023 Acuerdo Inversiones Descargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2863-proyecto-de-ley-275-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-274S-2023 Plan Nacional de DesarrolloDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2862-proyecto-de-ley-274-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-273S-2022 Homenaje a Juancho Polo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2861-proyecto-de-ley-273-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-272S-2022 Sistema de video vigilancia para las plantas de beneficio animal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2860-proyecto-de-ley-272-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-271S-2022 Derecho a la gestion comunitaria del  agua,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2859-proyecto-de-ley-271-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-270S-2022 Se crea la comision nacional de prevencion y control de la resistencia a los antimicrobianos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2858-proyecto-de-ley-270-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-269S-2022 Procedimientos de insolvencia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2857-proyecto-de-ley-269-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-268S-2022 303C-2021 Inclusion educativa,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2856-proyecto-de-ley-268-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-267S PL-267S-2022 139C-2021 CRIPTOACTIVOS,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2854-proyecto-de-ley-267-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-266S PROCEDIMIENTO PENAL PARA LA LUCHA CONTRA EL HURTO Y LA INSEGURIDAD URBANA,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2853-proyecto-de-ley-266-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-265S Promueve la Politica Publica Agraria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2852-proyecto-de-ley-265-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-264S MODIFICA LA LEY 79 DE 1988 SE REGULAN ALGUNOS ASPECTOS RELATIVOS A LA SUPERVISIÓN DEL SECTOR,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2851-proyecto-de-ley-264-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-263S PRODUCTOS DE ADMINISTRACIÓN DE NICOTINA Y SIN NICOTINA,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2850-proyecto-de-ley-263-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-262S Estrategias territoriales de esterilizacion y adopcion de Caninos y Felinos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2849-proyecto-de-ley-262-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-261S Esterilizacion Quirurgica Gatos-Perros,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2848-proyecto-de-ley-261-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-260S Matricula Cero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2847-proyecto-de-ley-260-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-259S Residuos Solidos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2846-proyecto-de-ley-259-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-258S Creditos Hipotecarios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2845-proyecto-de-ley-258-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-257S Gobernanza y democratización en las Instituciones de Educación Superior,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2844-proyecto-de-ley-257-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-256S Violencias por razón de género en entornos digitales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2843-proyecto-de-ley-256-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-255S Diagnóstico Oportuno y Atención del VIH Hepatitis B y C ITS y Coinfección Por TB-VIH en el territorio nacional,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2842-proyecto-de-ley-255-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-254S Carceles productivas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2841-proyecto-de-ley-254-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-253S Inteligencia Artificial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2840-proyecto-de-ley-253-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-252S Programa esterilizacion Caninos y Felinos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2839-proyecto-de-ley-252-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-251S-191-C-2021 Residentes Odontologicos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2832-proyecto-de-ley-251-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-250 Protocolo contra el trafico ilicito de migrantes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2831-proyecto-de-ley-250-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-249 Estaciones de Peaje,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2830-proyecto-de-ley-249-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-248 Ganaderia Sostenible,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2829-proyecto-de-ley-248-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-247 Edad de retiro de los Altos Funcionarios del Estado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2828-proyecto-de-ley-247-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-246 Alivios economicos ICETEX,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2827-proyecto-de-ley-246-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-245 Sistema Nacional del Deporte,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2826-proyecto-de-ley-245-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-244 Homenaje a los 200 Años del Municipo de Salamina - Caldas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2825-proyecto-de-ley-244-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-243 Reducción de riesgos y daños en el consumo de sustancias,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2824-proyecto-de-ley-243-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-242 Regulan los productos de tabaco calentado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2823-proyecto-de-ley-242-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-241 VIOLACIÓN A LA INTIMIDAD PERSONAL,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2822-proyecto-de-ley-241-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-240 Comision de Paz y Posconflicto,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2821-proyecto-de-ley-240-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-239 Consentimiento para el Matrimonio,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2820-proyecto-de-ley-239-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-238 Permuta de bienes inmuebles de propiedad privada afectados por los delitos de invasión de tierras,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2819-proyecto-de-ley-238-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-237 Política de estado Matrícula Cero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2818-proyecto-de-ley-237-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-236 Autosuficiencia energetica del País,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2817-proyecto-de-ley-236-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-235 Convención interamericana contra el racismo la discriminación racial y formas conexas de intolerancia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2816-proyecto-de-ley-235-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-234 Convención interamericana contra toda forma de discriminación e intolerancia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2815-proyecto-de-ley-234-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-233 Financiamiento del deporte,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2814-proyecto-de-ley-233-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-232 Justicia eficaz,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2812-proyecto-de-ley-232-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-231 Servicio público domiciliario esencial de gas natural en nuevas viviendas de interés social VIS y viviendas de interés prioritario VIP,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2811-proyecto-de-ley-231-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-230 CONTINUIDAD FUNCION PUBLICA DE CONTROL FISCAL,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2810-proyecto-de-ley-230-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-228 Despolarizacion y pluralismo politico,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2809-proyecto-de-ley-229-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-228 PAE,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2808-proyecto-de-ley-228-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-227 Consumo basico de los servicios públicos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2805-proyecto-de-ley-227-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-226 Pasivos Ambientales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2804-proyecto-de-ley-226-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-225 Trabajador Bananero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2803-proyecto-de-ley-225-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-224 Perros guia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2802-proyecto-de-ley-224-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-223 Participacion de los jovenes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2801-proyecto-de-ley-223-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-222 Crea Ministerio de igualda y equidad,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2800-proyecto-de-ley-222-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-221 Abusos actividad policial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2799-proyecto-de-ley-221-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-220 hidrocarburos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2798-proyecto-de-ley-220-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-219 hidrocarburos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2797-proyecto-de-ley-219-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-218 Ley Sara Sofia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2796-proyecto-de-ley-218-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-217 Ley de recuperacion de tecnologia para la niñez,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2795-proyecto-de-ley-217-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-216 Juegos Tradicionales del trompo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2794-proyecto-de-ley-216-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-215 Proteccion del Peaton,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2793-proyecto-de-ley-215-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-214 Victima de desplazamiento Forzado transfronterizo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2792-proyecto-de-ley-214-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-213 AEROCIVIL Aeropuerto el Alcaravan,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2791-proyecto-de-ley-213-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-212 MECANISMOS DE TRANSPARENCIA PARA LA EJECUCIÓN DE RECURSOS DEL SISTEMA GENERAL DE REGALÍAS,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2790-proyecto-de-ley-212-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-211 Crea centro de deportes -Cubos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2789-proyecto-de-ley-211-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-210 Compensacion al denunciante de actos de corrupciòn,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2788-proyecto-de-ley-210-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-209 Promueve el acceso a educacion tecnica e Incentiva programacion en computadores,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2787-proyecto-de-ley-209-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-208 Acuerdo entre Colombia y Venezuela en materia de transporte ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2786-proyecto-de-ley-208-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-207 Reformas al estatuto de la contratacion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2785-proyecto-de-ley-207-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-206 Divorcio,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2784-proyecto-de-ley-206-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-205 Regalias,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2783-proyecto-de-ley-205-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-204 Cuidadores de animales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2782-proyecto-de-ley-204-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-203 Vivienda de interés social y prioritario rural (VIS-VIP),https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2781-proyecto-de-ley-203-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-202 Proteccion en la formacion sexual a niños niñas y adolecentes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2780-proyecto-de-ley-202-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-201 Acceso a tecnologias en salud e insumos de higiene,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2779-proyecto-de-ley-201-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-200 Canales de comercializacion para pequeños y medianos productores,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2778-proyecto-de-ley-200-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-199 Patrimonio Cultural Encuentro Nacional del Tiple - Envigado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2777-proyecto-de-ley-199-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-198 Porte ilegal de Armas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2776-proyecto-de-ley-198-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-197 Agencia de vias comunitarias para la PAZ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2774-proyecto-de-ley-197-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-196 Minimo Vital de Agua Potable,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2773-proyecto-de-ley-196-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-195 Proyecto,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2772-proyecto-de-ley-195-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-194 Política publica social a tiendas y panaderías,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2769-proyecto-de-ley-194-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-193 Crea la comisión legal de paz y posconflicto,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2768-proyecto-de-ley-193-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-192 Bono escolar,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2767-proyecto-de-ley-192-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-191 Pluralidad ideológica en la formación politica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2766-proyecto-de-ley-191-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-190 Garantias de atencion a la salud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2764-proyecto-de-ley-190-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-189 Honores Jose Maria Cordoba,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2763-proyecto-de-ley-189-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-188 Ley Metrologia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2762-proyecto-de-ley-188-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-187 Atencion domiciliaria de medicamentos a mayores de 60 años,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2761-proyecto-de-ley-187-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-186 SOAT Incluye animales domesticos y silvestres,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2760-proyecto-de-ley-186-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-185 Independencia al Instituto Nacional Tecnico Cientifio de CIencias Foreneses,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2759-proyecto-de-ley-185-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-184 Proteccion del consumidor de comercio electronico,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2758-proyecto-de-ley-184-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-183 Prohibe la traccion con animales para uso turistico,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2757-proyecto-de-ley-183-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-182 Reforma a ley del deporte,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2756-proyecto-de-ley-182-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-181 Politica de paz de estado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2753-proyecto-de-ley-181-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-180 Regimen de vivienda individual de largo plazo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2752-proyecto-de-ley-180-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-179 Tasa Pro deporte y recreacion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2751-proyecto-de-ley-179-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-178 Dia Nacional Heroe de la Salud y homenaje a victimas Covid-19,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2750-proyecto-de-ley-178-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-177 ESTAMPILLA PRO-HOSPITALES ARAUCA,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2749-proyecto-de-ley-177-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-176 ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2744-proyecto-de-ley-176-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-175 ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2743-proyecto-de-ley-175-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-174 Comedores comunitarios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2742-proyecto-de-ley-174-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-173 Sustitucion de seres vivos por transporte electrico,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2741-proyecto-de-ley-173-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-172 Incentivos par los consejos de Juventud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2739-proyecto-de-ley-171-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-171 Rio Rancheria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2740-proyecto-de-ley-171-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-170 Reforma la la ley 1475 de 2011,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2738-proyecto-de-ley-170-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-169 Tarifas diferenciales para sistemas de transporte masivo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2737-proyecto-de-ley-169-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-168 Jurisdiccion Agraria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2736-proyecto-de-ley-168-de-2022,Proyecto de ley,2022-2023,2022 - 2026
